drug,year,age,gender,geography,prevalens pr 1000,ddd
Smertestillende midler,2007,Alle,M,Helseregion Midt-Norge,198.959,4637686.500
Smertestillende midler,2007,Alle,M,Helseregion Nord-Norge,204.422,3762746.750
Smertestillende midler,2007,Alle,M,Helseregion Sør-Øst,205.720,22429126
Smertestillende midler,2007,Alle,M,Helseregion Vest,193.106,7223251
Smertestillende midler,2007,0,F,Hele landet,9.053,6506.340
Smertestillende midler,2007,0,F,Helseregion Midt-Norge,10.960,1209.945
Smertestillende midler,2007,0,F,Helseregion Nord-Norge,5.512,459.385
Smertestillende midler,2007,0,F,Helseregion Sør-Øst,8.723,3061.040
Smertestillende midler,2007,0,F,Helseregion Vest,10.134,1775.970
Smertestillende midler,2007,0,M,Hele landet,11.011,5928.091
Smertestillende midler,2007,0,M,Helseregion Midt-Norge,13.654,1036.439
Smertestillende midler,2007,0,M,Helseregion Nord-Norge,6.164,365.382
Smertestillende midler,2007,0,M,Helseregion Sør-Øst,10.904,3362.744
Smertestillende midler,2007,0,M,Helseregion Vest,11.667,1163.526
Smertestillende midler,2007,5,F,Hele landet,10.752,20748.488
Smertestillende midler,2007,5,F,Helseregion Midt-Norge,11.175,3807.315
Smertestillende midler,2007,5,F,Helseregion Nord-Norge,9.122,2165.223
Smertestillende midler,2007,5,F,Helseregion Sør-Øst,11.044,10959.923
Smertestillende midler,2007,5,F,Helseregion Vest,10.486,3816.027
Smertestillende midler,2007,5,M,Hele landet,12.281,19423.229
Smertestillende midler,2007,5,M,Helseregion Midt-Norge,13.873,2852.537
Smertestillende midler,2007,5,M,Helseregion Nord-Norge,10.236,2273.330
Smertestillende midler,2007,5,M,Helseregion Sør-Øst,12.539,9881.772
Smertestillende midler,2007,5,M,Helseregion Vest,11.539,4415.590
Smertestillende midler,2007,10,F,Hele landet,33.784,108954.453
Smertestillende midler,2007,10,F,Helseregion Midt-Norge,38.507,17222.971
Smertestillende midler,2007,10,F,Helseregion Nord-Norge,33.420,12489.600
Smertestillende midler,2007,10,F,Helseregion Sør-Øst,32.436,52584.055
Smertestillende midler,2007,10,F,Helseregion Vest,34.151,26657.834
Smertestillende midler,2007,10,M,Hele landet,24.677,76030.625
Smertestillende midler,2007,10,M,Helseregion Midt-Norge,25.268,10223.283
Smertestillende midler,2007,10,M,Helseregion Nord-Norge,23.606,8958.664
Smertestillende midler,2007,10,M,Helseregion Sør-Øst,24.176,38810.289
Smertestillende midler,2007,10,M,Helseregion Vest,26.002,18038.387
Smertestillende midler,2007,15,F,Hele landet,131.162,511666.781
Smertestillende midler,2007,15,F,Helseregion Midt-Norge,138.183,71277.016
Smertestillende midler,2007,15,F,Helseregion Nord-Norge,132.975,57794.258
Smertestillende midler,2007,15,F,Helseregion Sør-Øst,126.548,267152.094
Smertestillende midler,2007,15,F,Helseregion Vest,136.960,115443.398
Smertestillende midler,2007,15,M,Hele landet,85.661,290623.156
Smertestillende midler,2007,15,M,Helseregion Midt-Norge,91.828,42133.316
Smertestillende midler,2007,15,M,Helseregion Nord-Norge,84.671,32872.867
Smertestillende midler,2007,15,M,Helseregion Sør-Øst,82.697,149492.047
Smertestillende midler,2007,15,M,Helseregion Vest,89.264,66124.930
Smertestillende midler,2007,20,F,Hele landet,197.673,783218.875
Smertestillende midler,2007,20,F,Helseregion Midt-Norge,199.149,113408.867
Smertestillende midler,2007,20,F,Helseregion Nord-Norge,213.528,90709.367
Smertestillende midler,2007,20,F,Helseregion Sør-Øst,194.218,410666.750
Smertestillende midler,2007,20,F,Helseregion Vest,198.135,168433.922
Smertestillende midler,2007,20,M,Hele landet,152.147,566386.312
Smertestillende midler,2007,20,M,Helseregion Midt-Norge,155.168,83695.688
Smertestillende midler,2007,20,M,Helseregion Nord-Norge,157.305,65367.336
Smertestillende midler,2007,20,M,Helseregion Sør-Øst,147.653,293953.750
Smertestillende midler,2007,20,M,Helseregion Vest,158.511,123369.523
Smertestillende midler,2007,25,F,Hele landet,216.335,1231324.875
Smertestillende midler,2007,25,F,Helseregion Midt-Norge,220.256,164086.547
Smertestillende midler,2007,25,F,Helseregion Nord-Norge,231.353,132102.312
Smertestillende midler,2007,25,F,Helseregion Sør-Øst,213.854,684966
Smertestillende midler,2007,25,F,Helseregion Vest,214.592,250170
Smertestillende midler,2007,25,M,Hele landet,180.554,923534.125
Smertestillende midler,2007,25,M,Helseregion Midt-Norge,186.463,132546.984
Smertestillende midler,2007,25,M,Helseregion Nord-Norge,205.701,105052.961
Smertestillende midler,2007,25,M,Helseregion Sør-Øst,175.563,489120.344
Smertestillende midler,2007,25,M,Helseregion Vest,178.992,196813.828
Smertestillende midler,2007,30,F,Hele landet,242.680,2042046.375
Smertestillende midler,2007,30,F,Helseregion Midt-Norge,255.454,248273.078
Smertestillende midler,2007,30,F,Helseregion Nord-Norge,253.112,199065.750
Smertestillende midler,2007,30,F,Helseregion Sør-Øst,241.588,1207017.625
Smertestillende midler,2007,30,F,Helseregion Vest,233.545,387690.031
Smertestillende midler,2007,30,M,Hele landet,208.721,1579779.375
Smertestillende midler,2007,30,M,Helseregion Midt-Norge,213.732,204040.312
Smertestillende midler,2007,30,M,Helseregion Nord-Norge,229.540,181467.672
Smertestillende midler,2007,30,M,Helseregion Sør-Øst,205.726,871691.375
Smertestillende midler,2007,30,M,Helseregion Vest,205.359,322580.062
Smertestillende midler,2007,35,F,Hele landet,284.784,3518345
Smertestillende midler,2007,35,F,Helseregion Midt-Norge,292.940,449778.094
Smertestillende midler,2007,35,F,Helseregion Nord-Norge,294.801,375249.625
Smertestillende midler,2007,35,F,Helseregion Sør-Øst,284.301,2027325.875
Smertestillende midler,2007,35,F,Helseregion Vest,276.108,665991.375
Smertestillende midler,2007,35,M,Hele landet,235.364,2635946.500
Smertestillende midler,2007,35,M,Helseregion Midt-Norge,237.059,325199
Smertestillende midler,2007,35,M,Helseregion Nord-Norge,254.703,275918.625
Smertestillende midler,2007,35,M,Helseregion Sør-Øst,233.552,1516018.125
Smertestillende midler,2007,35,M,Helseregion Vest,230.293,518810.906
Smertestillende midler,2007,40,F,Hele landet,321.109,4663884.500
Smertestillende midler,2007,40,F,Helseregion Midt-Norge,327.117,567383.062
Smertestillende midler,2007,40,F,Helseregion Nord-Norge,331.170,484358.781
Smertestillende midler,2007,40,F,Helseregion Sør-Øst,323.039,2772361.500
Smertestillende midler,2007,40,F,Helseregion Vest,306.707,839781.500
Smertestillende midler,2007,40,M,Hele landet,256.630,3357666.750
Smertestillende midler,2007,40,M,Helseregion Midt-Norge,260.319,418903.719
Smertestillende midler,2007,40,M,Helseregion Nord-Norge,266.813,372639.875
Smertestillende midler,2007,40,M,Helseregion Sør-Øst,256.107,1942426.500
Smertestillende midler,2007,40,M,Helseregion Vest,250.782,623696.500
Smertestillende midler,2007,45,F,Hele landet,349.487,5273210.500
Smertestillende midler,2007,45,F,Helseregion Midt-Norge,355.900,652028.125
Smertestillende midler,2007,45,F,Helseregion Nord-Norge,355.173,487934.656
Smertestillende midler,2007,45,F,Helseregion Sør-Øst,352.475,3147562
Smertestillende midler,2007,45,F,Helseregion Vest,333.914,985685.688
Smertestillende midler,2007,45,M,Hele landet,272.927,3703047.500
Smertestillende midler,2007,45,M,Helseregion Midt-Norge,269.999,428158.406
Smertestillende midler,2007,45,M,Helseregion Nord-Norge,280.137,382158.500
Smertestillende midler,2007,45,M,Helseregion Sør-Øst,276.610,2217119.250
Smertestillende midler,2007,45,M,Helseregion Vest,261.400,675611.312
Smertestillende midler,2007,50,F,Hele landet,382.407,6338054.500
Smertestillende midler,2007,50,F,Helseregion Midt-Norge,384.268,801617.125
Smertestillende midler,2007,50,F,Helseregion Nord-Norge,381.082,587155.688
Smertestillende midler,2007,50,F,Helseregion Sør-Øst,387.335,3758491
Smertestillende midler,2007,50,F,Helseregion Vest,367.797,1190790.750
Smertestillende midler,2007,50,M,Hele landet,290.863,4165616
Smertestillende midler,2007,50,M,Helseregion Midt-Norge,287.475,520826.750
Smertestillende midler,2007,50,M,Helseregion Nord-Norge,287.690,410680.156
Smertestillende midler,2007,50,M,Helseregion Sør-Øst,297.232,2440396.500
Smertestillende midler,2007,50,M,Helseregion Vest,277.439,793712.750
Smertestillende midler,2007,55,F,Hele landet,395.639,6793533
Smertestillende midler,2007,55,F,Helseregion Midt-Norge,396.830,871014.750
Smertestillende midler,2007,55,F,Helseregion Nord-Norge,391.118,636990.062
Smertestillende midler,2007,55,F,Helseregion Sør-Øst,398.678,4041898.250
Smertestillende midler,2007,55,F,Helseregion Vest,388.308,1243630.125
Smertestillende midler,2007,55,M,Hele landet,310.705,4610668
Smertestillende midler,2007,55,M,Helseregion Midt-Norge,301.813,594788.812
Smertestillende midler,2007,55,M,Helseregion Nord-Norge,308.222,450185.531
Smertestillende midler,2007,55,M,Helseregion Sør-Øst,315.690,2696653.750
Smertestillende midler,2007,55,M,Helseregion Vest,304.839,869040
Smertestillende midler,2007,60,F,Hele landet,400.486,7441122.500
Smertestillende midler,2007,60,F,Helseregion Midt-Norge,390.491,925894.188
Smertestillende midler,2007,60,F,Helseregion Nord-Norge,380.003,619919.875
Smertestillende midler,2007,60,F,Helseregion Sør-Øst,408.750,4563360.500
Smertestillende midler,2007,60,F,Helseregion Vest,393.076,1331947.875
Smertestillende midler,2007,60,M,Hele landet,314.551,4751689
Smertestillende midler,2007,60,M,Helseregion Midt-Norge,305.080,587174.812
Smertestillende midler,2007,60,M,Helseregion Nord-Norge,297.775,422159.594
Smertestillende midler,2007,60,M,Helseregion Sør-Øst,322.305,2852489.250
Smertestillende midler,2007,60,M,Helseregion Vest,307.745,889865.250
Smertestillende midler,2007,65,F,Hele landet,401.898,5534820
Smertestillende midler,2007,65,F,Helseregion Midt-Norge,377.332,653913.062
Smertestillende midler,2007,65,F,Helseregion Nord-Norge,378.063,498640.031
Smertestillende midler,2007,65,F,Helseregion Sør-Øst,413.582,3349090.750
Smertestillende midler,2007,65,F,Helseregion Vest,398.395,1033176.125
Smertestillende midler,2007,65,M,Hele landet,314.507,3276835.250
Smertestillende midler,2007,65,M,Helseregion Midt-Norge,294.514,384493.594
Smertestillende midler,2007,65,M,Helseregion Nord-Norge,291.241,302527
Smertestillende midler,2007,65,M,Helseregion Sør-Øst,326.378,1976294
Smertestillende midler,2007,65,M,Helseregion Vest,309.263,613520.500
Smertestillende midler,2007,70,F,Hele landet,420.520,4813779.500
Smertestillende midler,2007,70,F,Helseregion Midt-Norge,395.720,547461
Smertestillende midler,2007,70,F,Helseregion Nord-Norge,403.078,427500.031
Smertestillende midler,2007,70,F,Helseregion Sør-Øst,438.257,2970049
Smertestillende midler,2007,70,F,Helseregion Vest,396.531,868769.562
Smertestillende midler,2007,70,M,Hele landet,324.221,2658903.250
Smertestillende midler,2007,70,M,Helseregion Midt-Norge,293.245,290348.906
Smertestillende midler,2007,70,M,Helseregion Nord-Norge,297.956,246336.672
Smertestillende midler,2007,70,M,Helseregion Sør-Øst,338.491,1605606.875
Smertestillende midler,2007,70,M,Helseregion Vest,321.517,516610.750
Smertestillende midler,2007,75,F,Hele landet,437.567,4959688.500
Smertestillende midler,2007,75,F,Helseregion Midt-Norge,408.613,578880.750
Smertestillende midler,2007,75,F,Helseregion Nord-Norge,412.313,442343.031
Smertestillende midler,2007,75,F,Helseregion Sør-Øst,458.845,3075504.250
Smertestillende midler,2007,75,F,Helseregion Vest,410.616,862960.562
Smertestillende midler,2007,75,M,Hele landet,334.444,2401574.500
Smertestillende midler,2007,75,M,Helseregion Midt-Norge,296.324,255744.406
Smertestillende midler,2007,75,M,Helseregion Nord-Norge,304.912,234426.047
Smertestillende midler,2007,75,M,Helseregion Sør-Øst,351.967,1466680.125
Smertestillende midler,2007,75,M,Helseregion Vest,330.101,444723.938
Smertestillende midler,2007,80,F,Hele landet,439.693,4450205
Smertestillende midler,2007,80,F,Helseregion Midt-Norge,398.891,524255.375
Smertestillende midler,2007,80,F,Helseregion Nord-Norge,412.941,406066.781
Smertestillende midler,2007,80,F,Helseregion Sør-Øst,463.154,2759913.750
Smertestillende midler,2007,80,F,Helseregion Vest,416.052,759968.875
Smertestillende midler,2007,80,M,Hele landet,334.136,1739571.125
Smertestillende midler,2007,80,M,Helseregion Midt-Norge,310.340,213884.703
Smertestillende midler,2007,80,M,Helseregion Nord-Norge,318.671,154766.031
Smertestillende midler,2007,80,M,Helseregion Sør-Øst,345.870,1066793
Smertestillende midler,2007,80,M,Helseregion Vest,326.415,304127.406
Smertestillende midler,2007,85,F,Hele landet,428.964,3171796.250
Smertestillende midler,2007,85,F,Helseregion Midt-Norge,392.640,372849.375
Smertestillende midler,2007,85,F,Helseregion Nord-Norge,391.997,254695.422
Smertestillende midler,2007,85,F,Helseregion Sør-Øst,455.971,1970201.875
Smertestillende midler,2007,85,F,Helseregion Vest,397.687,574049.688
Smertestillende midler,2007,85,M,Hele landet,334.080,953684.875
Smertestillende midler,2007,85,M,Helseregion Midt-Norge,294.410,98547.227
Smertestillende midler,2007,85,M,Helseregion Nord-Norge,322.468,80897.469
Smertestillende midler,2007,85,M,Helseregion Sør-Øst,352.450,596998.500
Smertestillende midler,2007,85,M,Helseregion Vest,318.427,177241.656
Smertestillende midler,2007,90,F,Hele landet,358.680,1408447.750
Smertestillende midler,2007,90,F,Helseregion Midt-Norge,341.563,182856.188
Smertestillende midler,2007,90,F,Helseregion Nord-Norge,318.966,117305.977
Smertestillende midler,2007,90,F,Helseregion Sør-Øst,379.461,832783.062
Smertestillende midler,2007,90,F,Helseregion Vest,334.741,275502.562
Smertestillende midler,2007,90,M,Hele landet,311.963,335901.875
Smertestillende midler,2007,90,M,Helseregion Midt-Norge,269.655,43087.359
Smertestillende midler,2007,90,M,Helseregion Nord-Norge,302.964,33693.094
Smertestillende midler,2007,90,M,Helseregion Sør-Øst,331.718,195337.453
Smertestillende midler,2007,90,M,Helseregion Vest,295.858,63783.980
Smertestillende midler,2008,Alle,F,Hele landet,265.935,65072900
Smertestillende midler,2008,Alle,F,Helseregion Midt-Norge,264.671,8038089.500
Smertestillende midler,2008,Alle,F,Helseregion Nord-Norge,264.727,6085769.500
Smertestillende midler,2008,Alle,F,Helseregion Sør-Øst,272.322,39044520
Smertestillende midler,2008,Alle,F,Helseregion Vest,249.956,11904520
Smertestillende midler,2008,Alle,M,Hele landet,203.478,39552292
Smertestillende midler,2008,Alle,M,Helseregion Midt-Norge,201.119,4855944.500
Smertestillende midler,2008,Alle,M,Helseregion Nord-Norge,206.449,3875874.500
Smertestillende midler,2008,Alle,M,Helseregion Sør-Øst,207.068,23309240
Smertestillende midler,2008,Alle,M,Helseregion Vest,194.176,7511235
Smertestillende midler,2008,0,F,Hele landet,10.080,6789.441
Smertestillende midler,2008,0,F,Helseregion Midt-Norge,12.763,1311.020
Smertestillende midler,2008,0,F,Helseregion Nord-Norge,6.623,296.658
Smertestillende midler,2008,0,F,Helseregion Sør-Øst,9.592,3643.138
Smertestillende midler,2008,0,F,Helseregion Vest,11.032,1538.625
Smertestillende midler,2008,0,M,Hele landet,13.682,7419.139
Smertestillende midler,2008,0,M,Helseregion Midt-Norge,16.774,1271.904
Smertestillende midler,2008,0,M,Helseregion Nord-Norge,8.810,444.829
Smertestillende midler,2008,0,M,Helseregion Sør-Øst,13.597,4181.146
Smertestillende midler,2008,0,M,Helseregion Vest,14.005,1521.260
Smertestillende midler,2008,5,F,Hele landet,11.666,18670.730
Smertestillende midler,2008,5,F,Helseregion Midt-Norge,13.961,3550.903
Smertestillende midler,2008,5,F,Helseregion Nord-Norge,8.538,1358.950
Smertestillende midler,2008,5,F,Helseregion Sør-Øst,12.115,9854.893
Smertestillende midler,2008,5,F,Helseregion Vest,10.463,3905.987
Smertestillende midler,2008,5,M,Hele landet,12.921,18490.967
Smertestillende midler,2008,5,M,Helseregion Midt-Norge,14.073,3445.820
Smertestillende midler,2008,5,M,Helseregion Nord-Norge,9.725,1519.303
Smertestillende midler,2008,5,M,Helseregion Sør-Øst,12.941,9295.226
Smertestillende midler,2008,5,M,Helseregion Vest,13.515,4230.617
Smertestillende midler,2008,10,F,Hele landet,34.572,114545.164
Smertestillende midler,2008,10,F,Helseregion Midt-Norge,39.969,19649.230
Smertestillende midler,2008,10,F,Helseregion Nord-Norge,30.242,12527.627
Smertestillende midler,2008,10,F,Helseregion Sør-Øst,33.980,56355.551
Smertestillende midler,2008,10,F,Helseregion Vest,34.518,26012.760
Smertestillende midler,2008,10,M,Hele landet,25.016,75049.344
Smertestillende midler,2008,10,M,Helseregion Midt-Norge,24.522,10622.802
Smertestillende midler,2008,10,M,Helseregion Nord-Norge,24.807,9361.399
Smertestillende midler,2008,10,M,Helseregion Sør-Øst,25.056,36670.621
Smertestillende midler,2008,10,M,Helseregion Vest,25.334,18394.521
Smertestillende midler,2008,15,F,Hele landet,133.032,533958.312
Smertestillende midler,2008,15,F,Helseregion Midt-Norge,134.365,77605.977
Smertestillende midler,2008,15,F,Helseregion Nord-Norge,138.928,60604.309
Smertestillende midler,2008,15,F,Helseregion Sør-Øst,129.640,277488.625
Smertestillende midler,2008,15,F,Helseregion Vest,137.752,118259.391
Smertestillende midler,2008,15,M,Hele landet,87.089,304505.344
Smertestillende midler,2008,15,M,Helseregion Midt-Norge,93.361,47814.746
Smertestillende midler,2008,15,M,Helseregion Nord-Norge,82.088,33519.488
Smertestillende midler,2008,15,M,Helseregion Sør-Øst,84.358,157080.328
Smertestillende midler,2008,15,M,Helseregion Vest,91.988,66090.789
Smertestillende midler,2008,20,F,Hele landet,202.176,847371.125
Smertestillende midler,2008,20,F,Helseregion Midt-Norge,198.211,120362.961
Smertestillende midler,2008,20,F,Helseregion Nord-Norge,210.215,98374.734
Smertestillende midler,2008,20,F,Helseregion Sør-Øst,201.275,451771.406
Smertestillende midler,2008,20,F,Helseregion Vest,203.478,176862
Smertestillende midler,2008,20,M,Hele landet,153.525,607991.062
Smertestillende midler,2008,20,M,Helseregion Midt-Norge,156.760,86099.977
Smertestillende midler,2008,20,M,Helseregion Nord-Norge,159.109,68349.766
Smertestillende midler,2008,20,M,Helseregion Sør-Øst,148.506,317832.281
Smertestillende midler,2008,20,M,Helseregion Vest,160.861,135709.016
Smertestillende midler,2008,25,F,Hele landet,220.751,1272145.750
Smertestillende midler,2008,25,F,Helseregion Midt-Norge,222.251,168625.609
Smertestillende midler,2008,25,F,Helseregion Nord-Norge,233.554,135525.062
Smertestillende midler,2008,25,F,Helseregion Sør-Øst,219.755,714749.500
Smertestillende midler,2008,25,F,Helseregion Vest,217.480,253245.562
Smertestillende midler,2008,25,M,Hele landet,181.526,949777.812
Smertestillende midler,2008,25,M,Helseregion Midt-Norge,190.399,140431.984
Smertestillende midler,2008,25,M,Helseregion Nord-Norge,198.984,105862.438
Smertestillende midler,2008,25,M,Helseregion Sør-Øst,176.430,498683.969
Smertestillende midler,2008,25,M,Helseregion Vest,181.706,204799.453
Smertestillende midler,2008,30,F,Hele landet,241.371,2016032
Smertestillende midler,2008,30,F,Helseregion Midt-Norge,247.136,230357.844
Smertestillende midler,2008,30,F,Helseregion Nord-Norge,248.030,189542.875
Smertestillende midler,2008,30,F,Helseregion Sør-Øst,241.869,1210261.750
Smertestillende midler,2008,30,F,Helseregion Vest,233.797,385869.562
Smertestillende midler,2008,30,M,Hele landet,205.721,1547636.625
Smertestillende midler,2008,30,M,Helseregion Midt-Norge,209.859,197047.906
Smertestillende midler,2008,30,M,Helseregion Nord-Norge,229.964,166500.391
Smertestillende midler,2008,30,M,Helseregion Sør-Øst,202.451,861058.188
Smertestillende midler,2008,30,M,Helseregion Vest,202.526,323030.156
Smertestillende midler,2008,35,F,Hele landet,285.031,3601638.250
Smertestillende midler,2008,35,F,Helseregion Midt-Norge,297.430,464582.531
Smertestillende midler,2008,35,F,Helseregion Nord-Norge,293.113,381204
Smertestillende midler,2008,35,F,Helseregion Sør-Øst,283.211,2091365.625
Smertestillende midler,2008,35,F,Helseregion Vest,278.487,664486.250
Smertestillende midler,2008,35,M,Hele landet,233.380,2611622.250
Smertestillende midler,2008,35,M,Helseregion Midt-Norge,236.761,314357.031
Smertestillende midler,2008,35,M,Helseregion Nord-Norge,252.483,284427.281
Smertestillende midler,2008,35,M,Helseregion Sør-Øst,231.650,1505104.750
Smertestillende midler,2008,35,M,Helseregion Vest,227.543,507733.281
Smertestillende midler,2008,40,F,Hele landet,322.430,5001613
Smertestillende midler,2008,40,F,Helseregion Midt-Norge,333.074,618124.938
Smertestillende midler,2008,40,F,Helseregion Nord-Norge,332.737,528718.750
Smertestillende midler,2008,40,F,Helseregion Sør-Øst,323.789,2967614.750
Smertestillende midler,2008,40,F,Helseregion Vest,306.492,887154.500
Smertestillende midler,2008,40,M,Hele landet,257.374,3533635.500
Smertestillende midler,2008,40,M,Helseregion Midt-Norge,259.552,439717.969
Smertestillende midler,2008,40,M,Helseregion Nord-Norge,267.311,380623.625
Smertestillende midler,2008,40,M,Helseregion Sør-Øst,259.386,2055948.500
Smertestillende midler,2008,40,M,Helseregion Vest,245.629,657345.500
Smertestillende midler,2008,45,F,Hele landet,349.393,5549185.500
Smertestillende midler,2008,45,F,Helseregion Midt-Norge,353.858,688206.875
Smertestillende midler,2008,45,F,Helseregion Nord-Norge,356.977,542227.250
Smertestillende midler,2008,45,F,Helseregion Sør-Øst,351.719,3313182.500
Smertestillende midler,2008,45,F,Helseregion Vest,336.099,1005568.750
Smertestillende midler,2008,45,M,Hele landet,271.949,3875261
Smertestillende midler,2008,45,M,Helseregion Midt-Norge,268.153,453448.875
Smertestillende midler,2008,45,M,Helseregion Nord-Norge,280.214,391276.656
Smertestillende midler,2008,45,M,Helseregion Sør-Øst,275.118,2314936.750
Smertestillende midler,2008,45,M,Helseregion Vest,261.894,715598.750
Smertestillende midler,2008,50,F,Hele landet,379.659,6483449.500
Smertestillende midler,2008,50,F,Helseregion Midt-Norge,386.622,817362.250
Smertestillende midler,2008,50,F,Helseregion Nord-Norge,372.552,615398.750
Smertestillende midler,2008,50,F,Helseregion Sør-Øst,383.216,3820473
Smertestillende midler,2008,50,F,Helseregion Vest,368.202,1230215.375
Smertestillende midler,2008,50,M,Hele landet,290.910,4358783.500
Smertestillende midler,2008,50,M,Helseregion Midt-Norge,290.053,557510.500
Smertestillende midler,2008,50,M,Helseregion Nord-Norge,297.408,430257.469
Smertestillende midler,2008,50,M,Helseregion Sør-Øst,295.142,2566713.750
Smertestillende midler,2008,50,M,Helseregion Vest,276.646,804301.875
Smertestillende midler,2008,55,F,Hele landet,391.233,6861716
Smertestillende midler,2008,55,F,Helseregion Midt-Norge,393.786,887893.375
Smertestillende midler,2008,55,F,Helseregion Nord-Norge,384.999,623102.812
Smertestillende midler,2008,55,F,Helseregion Sør-Øst,395.605,4064739
Smertestillende midler,2008,55,F,Helseregion Vest,380.044,1285981
Smertestillende midler,2008,55,M,Hele landet,311.919,4678875
Smertestillende midler,2008,55,M,Helseregion Midt-Norge,305.265,595045.188
Smertestillende midler,2008,55,M,Helseregion Nord-Norge,310.245,461467.719
Smertestillende midler,2008,55,M,Helseregion Sør-Øst,317.309,2725968
Smertestillende midler,2008,55,M,Helseregion Vest,302.984,896394.250
Smertestillende midler,2008,60,F,Hele landet,401.884,7719703.500
Smertestillende midler,2008,60,F,Helseregion Midt-Norge,399.327,973419.562
Smertestillende midler,2008,60,F,Helseregion Nord-Norge,381.009,660535.500
Smertestillende midler,2008,60,F,Helseregion Sør-Øst,409.830,4726600.500
Smertestillende midler,2008,60,F,Helseregion Vest,390.187,1359148.375
Smertestillende midler,2008,60,M,Hele landet,319.790,5080696
Smertestillende midler,2008,60,M,Helseregion Midt-Norge,306.945,624258.438
Smertestillende midler,2008,60,M,Helseregion Nord-Norge,308.065,470702.375
Smertestillende midler,2008,60,M,Helseregion Sør-Øst,326.307,3053222.750
Smertestillende midler,2008,60,M,Helseregion Vest,316.455,932512.562
Smertestillende midler,2008,65,F,Hele landet,402.019,5853252
Smertestillende midler,2008,65,F,Helseregion Midt-Norge,395.481,724320.625
Smertestillende midler,2008,65,F,Helseregion Nord-Norge,373.391,520250.969
Smertestillende midler,2008,65,F,Helseregion Sør-Øst,412.554,3536406.750
Smertestillende midler,2008,65,F,Helseregion Vest,391.014,1072273.500
Smertestillende midler,2008,65,M,Hele landet,316.959,3530395.750
Smertestillende midler,2008,65,M,Helseregion Midt-Norge,300.490,437795
Smertestillende midler,2008,65,M,Helseregion Nord-Norge,291.481,318587
Smertestillende midler,2008,65,M,Helseregion Sør-Øst,328.768,2107955.750
Smertestillende midler,2008,65,M,Helseregion Vest,310.456,666057.938
Smertestillende midler,2008,70,F,Hele landet,423.186,4951813.500
Smertestillende midler,2008,70,F,Helseregion Midt-Norge,398.567,559119.750
Smertestillende midler,2008,70,F,Helseregion Nord-Norge,390.427,433986.719
Smertestillende midler,2008,70,F,Helseregion Sør-Øst,440.982,3076185.250
Smertestillende midler,2008,70,F,Helseregion Vest,406.452,882521.750
Smertestillende midler,2008,70,M,Hele landet,327.261,2751456
Smertestillende midler,2008,70,M,Helseregion Midt-Norge,297.405,298072.312
Smertestillende midler,2008,70,M,Helseregion Nord-Norge,302.346,253541.922
Smertestillende midler,2008,70,M,Helseregion Sør-Øst,341.126,1661829.375
Smertestillende midler,2008,70,M,Helseregion Vest,324.124,538012.500
Smertestillende midler,2008,75,F,Hele landet,441.304,4893098
Smertestillende midler,2008,75,F,Helseregion Midt-Norge,407.061,569954.688
Smertestillende midler,2008,75,F,Helseregion Nord-Norge,421.905,451131.688
Smertestillende midler,2008,75,F,Helseregion Sør-Øst,462.258,2989468.250
Smertestillende midler,2008,75,F,Helseregion Vest,416.328,882543.312
Smertestillende midler,2008,75,M,Hele landet,336.754,2438962.750
Smertestillende midler,2008,75,M,Helseregion Midt-Norge,302.903,263088.688
Smertestillende midler,2008,75,M,Helseregion Nord-Norge,316.041,229021.312
Smertestillende midler,2008,75,M,Helseregion Sør-Øst,354.234,1492814.250
Smertestillende midler,2008,75,M,Helseregion Vest,324.060,454038.438
Smertestillende midler,2008,80,F,Hele landet,442.475,4465943
Smertestillende midler,2008,80,F,Helseregion Midt-Norge,397.977,527811.938
Smertestillende midler,2008,80,F,Helseregion Nord-Norge,424.045,422301.156
Smertestillende midler,2008,80,F,Helseregion Sør-Øst,466.024,2756080.250
Smertestillende midler,2008,80,F,Helseregion Vest,417.588,759749.375
Smertestillende midler,2008,80,M,Hele landet,337.663,1793794.500
Smertestillende midler,2008,80,M,Helseregion Midt-Norge,312.358,220765.234
Smertestillende midler,2008,80,M,Helseregion Nord-Norge,311.224,152002.297
Smertestillende midler,2008,80,M,Helseregion Sør-Øst,353.106,1096424.250
Smertestillende midler,2008,80,M,Helseregion Vest,326.143,324602.719
Smertestillende midler,2008,85,F,Hele landet,436.802,3365142.750
Smertestillende midler,2008,85,F,Helseregion Midt-Norge,390.366,387767.969
Smertestillende midler,2008,85,F,Helseregion Nord-Norge,398.949,284386.469
Smertestillende midler,2008,85,F,Helseregion Sør-Øst,464.437,2077218.250
Smertestillende midler,2008,85,F,Helseregion Vest,411.066,615770.125
Smertestillende midler,2008,85,M,Hele landet,339.810,1031543.188
Smertestillende midler,2008,85,M,Helseregion Midt-Norge,304.182,122252.766
Smertestillende midler,2008,85,M,Helseregion Nord-Norge,308.762,84068.625
Smertestillende midler,2008,85,M,Helseregion Sør-Øst,359.422,629460.188
Smertestillende midler,2008,85,M,Helseregion Vest,325.963,195761.594
Smertestillende midler,2008,90,F,Hele landet,367.204,1516831.125
Smertestillende midler,2008,90,F,Helseregion Midt-Norge,339.907,198061.188
Smertestillende midler,2008,90,F,Helseregion Nord-Norge,342.680,124295.500
Smertestillende midler,2008,90,F,Helseregion Sør-Øst,386.559,901060.250
